Index,Left offset,Top offset,Right offset,Bottom offset,Index of palm class
31742,8906,14342,9018,14455,3
31743,9010,14286,9122,14400,3
31744,9099,14235,9211,14349,3
31745,9099,14129,9211,14242,3
31746,8999,14173,9112,14287,3
31747,8912,14244,9012,14344,3
31748,8804,14297,8917,14410,3
31749,8703,14356,8815,14470,3
31750,8592,14410,8705,14523,3
31751,8510,14469,8622,14582,3
31752,8427,14527,8540,14640,3
31753,8408,14407,8521,14520,3
31754,8529,14363,8629,14463,3
31755,8614,14297,8726,14410,3
31756,8709,14241,8822,14355,3
31757,8792,14180,8904,14293,3
31758,8900,14120,9012,14233,3
31759,8995,14058,9108,14172,3
31760,9103,14003,9216,14116,3
31761,9091,13896,9203,14010,3
31762,9002,13952,9114,14065,3
31763,8902,14009,9015,14122,3
31764,8805,14062,8917,14176,3
31765,8709,14118,8822,14231,3
31766,8616,14182,8728,14295,3
31767,8508,14237,8620,14350,3
31768,8423,14292,8536,14405,3
31769,8421,14190,8534,14303,3
31770,8510,14115,8623,14229,3
31771,8622,14066,8722,14167,3
31772,8718,13981,8830,14095,3
31773,8798,13947,8911,14061,3
31774,8915,13901,9027,14014,3
31775,8997,13843,9110,13956,3
31776,9099,13767,9224,13892,3
31777,9095,13658,9208,13771,3
31778,9002,13719,9114,13833,3
31779,8911,13781,9023,13894,3
31780,8807,13843,8919,13956,3
31781,8703,13896,8816,14009,3
31782,8606,13956,8718,14069,3
31783,8519,14007,8619,14107,3
31784,8417,14056,8530,14169,3
31785,8402,13943,8527,14069,3
31786,8523,13896,8623,13996,3
31787,8604,13841,8716,13954,3
31788,8712,13792,8824,13905,3
31789,8807,13730,8920,13843,3
31790,8898,13670,9011,13784,3
31791,8996,13617,9108,13730,3
31792,9095,13551,9208,13664,3
31793,9100,13428,9212,13541,3
31794,8985,13498,9098,13611,3
31795,8894,13555,9007,13668,3
31796,8811,13617,8911,13717,3
31797,8705,13668,8818,13781,3
31798,8610,13715,8723,13828,3
31799,8504,13776,8617,13890,3
31800,8413,13815,8538,13941,3
31801,8407,13730,8532,13855,3
31802,8504,13672,8617,13785,3
31803,8604,13610,8716,13724,3
31804,8706,13553,8818,13666,3
31805,8809,13500,8922,13613,3
31806,8905,13451,9017,13564,3
31807,8994,13383,9106,13496,3
31808,9091,13325,9204,13439,3
31809,9089,13221,9202,13334,3
31810,8998,13265,9111,13379,3
31811,8907,13327,9007,13428,3
31812,8803,13391,8916,13504,3
31813,8710,13451,8822,13564,3
31814,8606,13495,8719,13608,3
31815,8530,13572,8605,13647,6
31816,8411,13610,8524,13723,3
31817,8413,13501,8526,13615,3
31818,8504,13450,8604,13551,3
31819,8613,13389,8725,13502,3
31820,8704,13318,8816,13432,3
31821,8803,13282,8916,13396,3
31822,8903,13208,9015,13321,3
31823,8988,13153,9100,13266,3
31824,9092,13087,9217,13212,3
31825,9087,12982,9200,13095,3
31826,8998,13054,9111,13168,3
31827,8901,13099,9013,13212,3
31828,8810,13155,8935,13280,3
31829,8706,13229,8806,13329,3
31830,8606,13259,8719,13372,3
31831,8522,13331,8622,13432,3
31832,8422,13378,8535,13491,3
31833,8420,13269,8533,13382,3
31834,8509,13210,8622,13323,3
31835,8600,13165,8700,13265,3
31836,8704,13103,8816,13216,3
31837,8808,13054,8920,13168,3
31838,8899,12993,9011,13106,3
31839,9001,12937,9113,13050,3
31840,9094,12871,9206,12985,3
31841,9094,12771,9206,12884,3
31842,8999,12816,9111,12929,3
31843,8905,12869,9018,12982,3
31844,8789,12928,8901,13042,3
31845,8727,12988,8827,13089,3
31846,8617,13037,8730,13150,3
31847,8515,13103,8615,13204,3
31848,8397,13167,8509,13280,3
31849,8410,13039,8522,13152,3
31850,8514,12992,8626,13105,3
31851,8613,12943,8726,13056,3
31852,8727,12875,8827,12976,3
31853,8814,12816,8927,12929,3
31854,8906,12767,9018,12880,3
31855,8988,12718,9101,12831,3
31856,9094,12675,9207,12788,3
31857,9098,12539,9211,12652,3
31858,8986,12573,9111,12699,3
31859,8897,12658,9010,12771,3
31860,8797,12724,8897,12824,3
31861,8711,12766,8823,12880,3
31862,8607,12817,8719,12931,3
31863,8512,12858,8624,12971,3
31864,8406,12932,8518,13046,3
31865,8410,12817,8522,12930,3
31866,8505,12753,8618,12867,3
31867,8615,12702,8715,12803,3
31868,8696,12630,8821,12756,3
31869,8808,12590,8921,12703,3
31870,8902,12541,9014,12654,3
31871,8991,12492,9103,12605,3
31872,9096,12424,9209,12537,3
31873,9092,12313,9205,12426,3
31874,8993,12360,9105,12473,3
31875,8914,12432,9014,12533,3
31876,8800,12477,8912,12590,3
31877,8703,12530,8815,12643,3
31878,8601,12585,8713,12698,3
31879,8505,12645,8618,12758,3
31880,8421,12698,8533,12811,3
31881,8414,12593,8527,12707,3
31882,8510,12534,8610,12634,3
31883,8614,12476,8726,12590,3
31884,8711,12423,8824,12537,3
31885,8821,12370,8909,12458,3
31886,8906,12311,9019,12424,3
31887,9016,12242,9129,12356,3
31888,9097,12194,9209,12307,3
31889,9086,12076,9199,12190,3
31890,8997,12117,9097,12217,3
31891,8910,12183,9023,12296,3
31892,8802,12240,8915,12353,3
31893,8701,12302,8813,12415,3
31894,8597,12372,8709,12485,3
31895,8523,12425,8623,12526,3
31896,8419,12466,8531,12579,3
31897,8417,12365,8529,12479,3
31898,8508,12306,8608,12406,3
31899,8605,12238,8718,12351,3
31900,8692,12195,8805,12308,3
31901,8807,12121,8932,12247,3
31902,8904,12055,9017,12168,3
31903,8997,12021,9110,12134,3
31904,9097,11965,9209,12079,3
31905,9101,11825,9214,11938,3
31906,9004,11903,9104,12004,3
31907,8898,11969,9010,12083,3
31908,8794,12027,8907,12140,3
31909,8701,12065,8813,12178,3
31910,8597,12118,8710,12232,3
31911,8504,12189,8616,12302,3
31912,8404,12240,8517,12353,3
31913,8415,12131,8527,12244,3
31914,8504,12076,8616,12189,3
31915,8600,12018,8713,12131,3
31916,8699,11954,8811,12068,3
31917,8805,11905,8917,12019,3
31918,8904,11852,9017,11966,3
31919,8998,11791,9110,11904,3
31920,9110,11722,9210,11823,3
31921,8991,11712,9104,11825,3
31922,8902,11746,9015,11859,3
31923,8799,11792,8911,11906,3
31924,8695,11854,8807,11967,3
31925,8610,11901,8723,12014,3
31926,8517,11965,8629,12078,3
31927,8417,12022,8530,12135,3
31928,8413,11890,8538,12016,3
31929,8500,11843,8612,11957,3
31930,8600,11786,8712,11899,3
31931,8701,11737,8826,11863,3
31932,8523,11735,8636,11848,3
31933,8428,11786,8541,11899,3
31934,9186,11718,9299,11832,3
31935,9184,11806,9296,11919,3
31936,9284,11744,9396,11857,3
31937,9567,11714,9680,11828,3
31938,9485,11740,9597,11853,3
31939,9391,11793,9504,11906,3
31940,9294,11851,9407,11964,3
31941,9183,11910,9296,12023,3
31942,9186,12017,9298,12130,3
31943,9283,11968,9396,12081,3
31944,9389,11908,9502,12021,3
31945,9480,11857,9593,11970,3
31946,9563,11804,9675,11917,3
31947,9654,11751,9779,11877,3
31948,9845,11747,9957,11860,3
31949,9768,11794,9881,11907,3
31950,9669,11855,9781,11968,3
31951,9578,11915,9690,12028,3
31952,9482,11972,9595,12086,3
31953,9389,12017,9502,12130,3
31954,9279,12070,9391,12183,3
31955,9184,12134,9296,12247,3
31956,9183,12249,9296,12362,3
31957,9270,12183,9383,12296,3
31958,9381,12123,9493,12237,3
31959,9463,12083,9576,12196,3
31960,9567,12017,9679,12130,3
31961,9671,11975,9783,12088,3
31962,9760,11921,9872,12035,3
31963,9851,11864,9963,11977,3
31964,9861,11983,9974,12097,3
31965,9749,12037,9862,12150,3
31966,9658,12088,9770,12201,3
31967,9580,12141,9692,12254,3
31968,9486,12198,9599,12311,3
31969,9382,12251,9495,12365,3
31970,9283,12313,9395,12426,3
31971,9188,12377,9300,12490,3
31972,9196,12471,9308,12584,3
31973,9291,12434,9391,12535,3
31974,9387,12369,9499,12482,3
31975,9471,12320,9584,12433,3
31976,9569,12267,9681,12380,3
31977,9670,12215,9783,12329,3
31978,9757,12152,9870,12265,3
31979,9868,12077,9980,12190,3
31980,9861,12211,9974,12325,3
31981,9764,12254,9876,12367,3
31982,9658,12328,9770,12442,3
31983,9564,12382,9677,12495,3
31984,9465,12426,9577,12539,3
31985,9389,12471,9501,12584,3
31986,9285,12548,9397,12661,3
31987,9185,12626,9298,12740,3
31988,9196,12712,9308,12825,3
31989,9278,12646,9391,12759,3
31990,9380,12605,9480,12706,3
31991,9475,12546,9588,12659,3
31992,9575,12488,9687,12601,3
31993,9668,12441,9781,12555,3
31994,9753,12388,9865,12501,3
31995,9863,12320,9976,12433,3
31996,9861,12435,9973,12548,3
31997,9763,12480,9876,12593,3
31998,9657,12544,9770,12657,3
31999,9566,12599,9679,12712,3
32000,9465,12650,9577,12763,3
32001,9365,12718,9478,12831,3
32002,9291,12769,9403,12882,3
32003,9193,12805,9306,12919,3
32004,9189,12935,9302,13049,3
32005,9287,12874,9399,12987,3
32006,9380,12835,9480,12936,3
32007,9471,12778,9571,12878,3
32008,9551,12706,9676,12831,3
32009,9664,12659,9776,12772,3
32010,9767,12603,9867,12704,3
32011,9861,12550,9973,12664,3
32012,9869,12657,9982,12770,3
32013,9761,12716,9861,12817,3
32014,9661,12791,9761,12891,3
32015,9577,12831,9689,12945,3
32016,9481,12885,9594,12998,3
32017,9384,12936,9496,13049,3
32018,9299,12989,9412,13102,3
32019,9193,13036,9306,13149,3
32020,9191,13161,9303,13275,3
32021,9295,13123,9395,13224,3
32022,9388,13059,9488,13160,3
32023,9481,12991,9594,13104,3
32024,9566,12946,9678,13060,3
32025,9666,12885,9778,12998,3
32026,9752,12832,9865,12945,3
32027,9871,12772,9984,12885,3
32028,9877,12872,9990,12985,3
32029,9763,12940,9863,13041,3
32030,9674,13002,9786,13115,3
32031,9574,13062,9687,13175,3
32032,9468,13108,9581,13222,3
32033,9386,13159,9486,13260,3
32034,9295,13230,9407,13343,3
32035,9189,13268,9301,13381,3
32036,9193,13381,9305,13494,3
32037,9286,13323,9399,13437,3
32038,9386,13279,9498,13392,3
32039,9460,13228,9572,13341,3
32040,9561,13164,9674,13277,3
32041,9663,13111,9776,13224,3
32042,9769,13049,9882,13162,3
32043,9867,12996,9979,13109,3
32044,9864,13109,9977,13222,3
32045,9771,13166,9884,13279,3
32046,9667,13238,9767,13339,3
32047,9572,13273,9684,13386,3
32048,9477,13345,9589,13458,3
32049,9383,13394,9496,13507,3
32050,9292,13449,9405,13562,3
32051,9195,13502,9307,13616,3
32052,9201,13607,9314,13720,3
32053,9294,13560,9394,13660,3
32054,9387,13500,9500,13614,3
32055,9476,13449,9589,13563,3
32056,9576,13398,9689,13512,3
32057,9686,13339,9786,13439,3
32058,9775,13279,9888,13392,3
32059,9868,13224,9981,13337,3
32060,9873,13328,9985,13442,3
32061,9775,13394,9888,13507,3
32062,9673,13456,9786,13569,3
32063,9572,13511,9684,13624,3
32064,9474,13573,9587,13686,3
32065,9389,13613,9502,13727,3
32066,9290,13673,9402,13786,3
32067,9201,13715,9313,13829,3
32068,9196,13854,9309,13967,3
32069,9279,13801,9392,13914,3
32070,9389,13737,9502,13850,3
32071,9485,13677,9585,13778,3
32072,9578,13614,9690,13727,3
32073,9675,13567,9775,13667,3
32074,9764,13513,9864,13614,3
32075,9864,13448,9976,13561,3
32076,9870,13567,9983,13680,3
32077,9785,13624,9885,13725,3
32078,9665,13686,9777,13799,3
32079,9565,13742,9690,13867,3
32080,9476,13784,9589,13897,3
32081,9385,13835,9497,13948,3
32082,9300,13897,9413,14010,3
32083,9203,13958,9315,14072,3
32084,9194,14073,9307,14187,3
32085,9281,14016,9394,14129,3
32086,9573,13846,9686,13959,4
32087,9660,13799,9773,13912,3
32088,9771,13731,9896,13857,3
32089,9876,13680,9989,13793,4
32090,9291,14138,9404,14251,3
32091,9486,14029,9599,14142,4
32092,9565,14070,9677,14183,4
32093,9471,14123,9584,14236,3
32094,9380,14182,9493,14296,3
32095,9293,14236,9406,14349,3
32096,9196,14297,9309,14411,3
32097,9202,14178,9315,14291,3
32098,9387,14052,9499,14166,3
32099,9202,14397,9315,14511,3
32100,9293,14357,9406,14470,3
32101,9382,14300,9495,14413,3
32102,9486,14244,9599,14358,3
32103,9571,14193,9683,14307,3
32104,9677,14115,9789,14228,3
32105,9766,14172,9878,14285,3
32106,9664,14225,9777,14339,3
32107,9573,14296,9685,14409,3
32108,9482,14364,9594,14477,3
32109,9389,14404,9501,14517,3
32110,9291,14459,9391,14560,3
32111,9289,14581,9401,14694,3
32112,9393,14519,9505,14632,3
32113,9202,14626,9314,14739,3
32114,9194,14521,9306,14634,3
32115,9469,14481,9581,14594,3
32116,9573,14419,9673,14520,3
32117,9672,14336,9785,14449,3
32118,9780,14283,9893,14396,3
32119,9778,14402,9891,14516,3
32120,9683,14445,9795,14558,3
32121,9585,14511,9685,14611,3
32122,9488,14590,9600,14703,3
32123,9395,14643,9507,14756,3
32124,9295,14700,9408,14813,3
32125,9198,14745,9310,14858,3
32126,9200,14871,9312,14984,3
32127,9301,14815,9414,14929,3
32128,9382,14747,9494,14860,3
32129,9467,14707,9579,14820,3
32130,9558,14637,9683,14763,3
32131,9702,14573,9802,14673,3
32132,9787,14511,9899,14624,3
32133,9767,14628,9880,14742,3
32134,9678,14681,9791,14795,3
32135,9587,14743,9700,14856,3
32136,9479,14811,9592,14925,3
32137,9390,14850,9503,14963,3
32138,9297,14922,9409,15035,3
32139,9193,14973,9306,15086,3
32140,9204,15088,9316,15201,3
32141,9299,15031,9411,15144,3
32142,9377,14973,9502,15099,3
32143,9479,14924,9592,15037,3
32144,9574,14865,9687,14978,3
32145,9687,14792,9799,14906,3
32146,9769,14743,9882,14857,3
32147,9788,14863,9901,14976,3
32148,9680,14905,9793,15019,3
32149,9564,14991,9689,15116,3
32150,9489,15044,9602,15157,3
32151,9392,15095,9505,15208,3
32152,9303,15148,9416,15261,3
32153,9195,15197,9308,15310,3
32154,9205,15310,9318,15423,3
32155,9301,15261,9413,15374,3
32156,9390,15210,9502,15323,3
32157,9494,15157,9606,15270,3
32158,9583,15101,9695,15215,3
32159,9684,15016,9797,15129,3
32160,9767,14967,9879,15080,3
32161,9777,15076,9890,15189,3
32162,9676,15106,9788,15219,3
32163,9580,15206,9693,15319,3
32164,9491,15265,9604,15379,3
32165,9394,15316,9506,15430,3
32166,9303,15365,9415,15478,3
32167,9210,15433,9322,15547,3
32168,9203,15521,9303,15621,3
32169,9292,15470,9417,15596,3
32170,9398,15431,9511,15545,3
32171,9476,15376,9589,15489,3
32172,9580,15319,9693,15432,3
32173,9682,15225,9794,15338,3
32174,9777,15182,9890,15296,3
32175,9695,15351,9807,15464,3
32176,9572,15432,9697,15558,3
32177,9487,15481,9599,15594,3
32178,9593,15530,9693,15630,3
32179,9686,15481,9798,15594,3
32180,10469,15471,10582,15584,3
32181,10363,15531,10476,15644,3
32182,10167,15528,10279,15641,3
32183,10264,15443,10377,15556,3
32184,10361,15409,10474,15522,3
32185,10467,15351,10579,15464,3
32186,10472,15232,10584,15346,3
32187,10379,15303,10491,15416,3
32188,10266,15351,10379,15465,3
32189,10162,15419,10275,15533,3
32190,10073,15462,10186,15575,3
32191,9970,15522,10095,15648,3
32192,9877,15462,9989,15575,3
32193,9978,15406,10091,15520,3
32194,10076,15364,10188,15477,3
32195,10173,15298,10286,15411,3
32196,10262,15251,10375,15364,3
32197,10370,15190,10483,15303,3
32198,10463,15115,10576,15228,3
32199,10569,15529,10681,15642,3
32200,10582,15420,10682,15521,3
32201,10567,15303,10679,15416,3
32202,10571,15196,10684,15309,3
32203,10561,15058,10673,15171,3
32204,10561,14960,10673,15073,3
32205,10474,15011,10587,15124,3
32206,10375,15066,10487,15179,3
32207,10273,15125,10385,15239,3
32208,10171,15183,10284,15296,3
32209,10065,15251,10190,15377,3
32210,9972,15298,10084,15411,3
32211,9872,15355,9985,15468,3
32212,9881,15240,9993,15353,3
32213,9972,15189,10085,15302,3
32214,10078,15119,10191,15232,3
32215,10173,15078,10286,15192,3
32216,10275,15023,10388,15136,3
32217,10353,14970,10466,15083,3
32218,10459,14921,10559,15022,3
32219,10563,14849,10676,14962,3
32220,10563,14740,10676,14853,3
32221,10455,14765,10568,14879,3
32222,10368,14838,10481,14951,3
32223,10275,14900,10388,15013,3
32224,10165,14959,10278,15072,3
32225,10065,15010,10178,15123,3
32226,9962,15076,10074,15189,3
32227,9877,15134,9989,15247,3
32228,9873,15031,9985,15144,3
32229,9970,14961,10083,15074,3
32230,10076,14893,10189,15006,3
32231,10172,14846,10284,14959,3
32232,10258,14789,10371,14902,3
32233,10371,14725,10483,14838,3
32234,10449,14684,10549,14785,3
32235,10566,14619,10678,14732,3
32236,10566,14514,10666,14615,3
32237,10458,14561,10570,14674,3
32238,10369,14623,10481,14736,3
32239,10267,14682,10379,14795,3
32240,10186,14742,10286,14842,3
32241,10085,14780,10197,14893,3
32242,9970,14846,10083,14959,3
32243,9871,14899,9983,15012,3
32244,9875,14803,9988,14916,3
32245,9962,14735,10075,14848,3
32246,10074,14676,10187,14789,3
32247,10172,14639,10284,14753,3
32248,10267,14569,10380,14682,3
32249,10369,14503,10481,14616,3
32250,10456,14441,10556,14542,3
32251,10551,14390,10664,14504,3
32252,10555,14275,10668,14389,3
32253,10466,14331,10579,14444,3
32254,10367,14384,10479,14497,3
32255,10271,14454,10384,14567,3
32256,10178,14509,10291,14623,3
32257,10068,14560,10181,14674,3
32258,9973,14616,10085,14729,3
32259,9877,14667,9990,14780,3
32260,9867,14571,9979,14684,3
32261,9969,14501,10069,14601,3
32262,10072,14435,10185,14548,3
32263,10170,14394,10282,14508,3
32264,10265,14345,10378,14459,3
32265,10363,14279,10475,14393,3
32266,10460,14218,10573,14331,3
32267,10560,14167,10672,14280,3
32268,10551,14054,10676,14180,3
32269,10460,14103,10573,14216,3
32270,10371,14145,10484,14258,3
32271,10274,14224,10374,14324,3
32272,10162,14273,10274,14386,3
32273,10073,14341,10185,14454,3
32274,9962,14390,10087,14516,3
32275,9975,14285,10088,14399,3
32276,10056,14226,10168,14339,3
32277,10164,14166,10276,14279,3
32278,10259,14109,10372,14222,3
32279,10369,14056,10482,14169,3
32280,10458,13992,10571,14105,3
32281,10564,13934,10677,14048,3
32282,9975,14166,10075,14267,4
32283,9978,14049,10090,14162,4
32284,10064,14119,10177,14232,3
32285,10164,14056,10289,14181,3
32286,10274,14000,10387,14113,3
32287,10367,13943,10480,14056,3
32288,10456,13875,10569,13988,3
32289,10556,13811,10668,13924,3
32290,10562,13706,10675,13820,3
32291,10465,13751,10577,13864,3
32292,10361,13817,10474,13930,3
32293,10272,13885,10385,13998,3
32294,10173,13932,10285,14045,3
32295,10083,14008,10183,14109,3
32296,10073,13872,10173,13973,3
32297,10160,13827,10272,13941,3
32298,10264,13766,10376,13879,3
32299,10351,13715,10463,13828,3
32300,10450,13647,10563,13760,3
32301,10554,13598,10667,13711,3
32302,10561,13476,10673,13589,3
32303,10465,13538,10578,13651,3
32304,10357,13591,10470,13704,3
32305,10277,13651,10389,13764,3
32306,10548,13380,10660,13493,3
32307,10074,13448,10186,13561,3
32308,10169,13388,10281,13502,4
32309,9972,13512,10084,13625,4
32310,9972,13399,10084,13512,3
32311,10072,13324,10184,13437,3
32312,10167,13273,10279,13386,3
32313,10266,13224,10366,13325,3
32314,9970,13279,10082,13393,3
32315,10072,13222,10184,13335,3
32316,10175,13167,10288,13280,3
32317,10258,13113,10371,13227,3
32318,10362,13043,10474,13156,4
32319,10466,13005,10578,13118,3
32320,10561,12933,10674,13046,3
32321,10675,12990,10775,13091,3
32322,10663,12879,10775,12993,3
32323,10646,12758,10759,12871,3
32324,10553,12824,10665,12937,3
32325,10466,12877,10578,12990,3
32326,10371,12926,10483,13039,3
32327,10267,12986,10379,13099,3
32328,10161,13056,10273,13169,3
32329,10072,13111,10184,13224,3
32330,9968,13160,10080,13273,3
32331,9979,13056,10091,13169,3
32332,10074,12990,10187,13103,3
32333,10182,12938,10282,13039,3
32334,10258,12879,10371,12992,3
32335,10356,12826,10468,12939,3
32336,10468,12764,10581,12877,3
32337,10555,12705,10668,12818,3
32338,10665,12651,10778,12765,3
32339,10646,12538,10759,12652,3
32340,10566,12611,10666,12711,3
32341,10460,12653,10572,12767,3
32342,10365,12713,10490,12839,3
32343,10261,12781,10373,12894,3
32344,10167,12828,10280,12941,3
32345,10070,12881,10182,12994,3
32346,9966,12940,10079,13054,3
32347,9966,12847,10079,12960,3
32348,10062,12781,10174,12894,3
32349,10170,12713,10282,12826,3
32350,10257,12655,10369,12768,3
32351,10369,12602,10481,12715,3
32352,10471,12532,10583,12645,3
32353,10655,12425,10767,12539,3
32354,10647,12304,10772,12430,3
32355,10549,12361,10662,12475,3
32356,10471,12430,10583,12543,3
32357,10365,12493,10477,12607,3
32358,10257,12538,10369,12651,3
32359,10163,12598,10276,12711,3
32360,10074,12651,10187,12764,3
32361,9958,12708,10070,12821,3
32362,9954,12597,10066,12711,3
32363,10051,12542,10164,12655,3
32364,10164,12480,10276,12594,3
32365,10267,12431,10380,12545,3
32366,10350,12367,10463,12480,3
32367,10452,12317,10564,12430,3
32368,10551,12265,10664,12379,3
32369,10653,12187,10765,12300,3
32370,10655,12087,10780,12212,3
32371,10560,12150,10660,12251,3
32372,10460,12199,10573,12313,3
32373,10367,12257,10480,12370,3
32374,10272,12314,10372,12415,3
32375,10166,12367,10278,12481,3
32376,10066,12423,10179,12536,3
32377,9969,12482,10081,12595,3
32378,9973,12356,10086,12470,3
32379,10070,12325,10170,12425,3
32380,10166,12259,10291,12385,3
32381,10272,12199,10384,12312,3
32382,10348,12146,10461,12259,3
32383,10452,12088,10564,12202,3
32384,10552,12027,10664,12140,3
32385,10649,11961,10774,12087,3
32386,10637,11854,10762,11980,3
32387,10566,11916,10679,12029,3
32388,10458,11965,10571,12078,3
32389,10350,12018,10475,12144,3
32390,10278,12078,10391,12191,3
32391,10170,12139,10283,12253,3
32392,10071,12197,10183,12310,3
32393,9965,12263,10077,12376,3
32394,9969,12143,10082,12257,3
32395,10069,12082,10181,12195,3
32396,10158,12020,10270,12133,3
32397,10255,11982,10355,12082,3
32398,10355,11914,10467,12027,3
32399,10452,11862,10552,11963,3
32400,10556,11794,10669,11908,3
32401,10635,11737,10760,11863,3
32402,10465,11741,10565,11842,3
32403,10365,11792,10478,11905,3
32404,10264,11875,10376,11988,3
32405,10168,11924,10268,12025,3
32406,10073,11967,10186,12080,3
32407,9957,12024,10069,12137,3
32408,9963,11909,10076,12022,3
32409,10067,11860,10179,11973,3
32410,10169,11820,10281,11933,3
32411,10266,11743,10378,11856,3
32412,10169,11713,10281,11826,3
32413,10061,11743,10173,11856,3
32414,9969,11807,10082,11920,3
32415,9974,11706,10086,11820,3
32416,10838,11739,10950,11853,3
32417,10745,11801,10870,11927,3
32418,10753,11916,10878,12042,3
32419,10848,11859,10961,11972,3
32420,10948,11795,11060,11908,3
32421,11035,11742,11147,11855,3
32422,11213,11736,11338,11861,3
32423,11134,11808,11247,11921,3
32424,11039,11855,11151,11968,3
32425,10941,11914,11054,12027,3
32426,10846,11967,10958,12081,3
32427,10736,12025,10861,12151,3
32428,10744,12148,10857,12262,3
32429,10858,12080,10971,12194,3
32430,10952,12021,11064,12134,3
32431,11036,11976,11149,12089,3
32432,11134,11925,11246,12038,3
32433,11223,11863,11335,11977,3
32434,11314,11802,11427,11915,3
32435,11420,11719,11532,11832,3
32436,11428,11866,11541,11979,3
32437,11327,11919,11439,12032,3
32438,11232,11968,11345,12081,3
32439,11142,12032,11255,12145,3
32440,11036,12081,11149,12194,3
32441,10947,12142,11060,12256,3
32442,10860,12219,10960,12319,3
32443,10750,12249,10875,12375,3
32444,10746,12359,10858,12473,3
32445,10835,12298,10947,12411,3
32446,10930,12249,11043,12362,3
32447,11045,12183,11157,12296,3
32448,11129,12130,11242,12243,3
32449,11238,12072,11350,12186,3
32450,11324,12021,11437,12134,3
32451,11432,11968,11545,12081,3
32452,11437,12085,11549,12199,3
32453,11322,12143,11435,12256,3
32454,11239,12196,11352,12309,3
32455,11144,12245,11257,12358,3
32456,11047,12313,11159,12426,3
32457,10939,12370,11051,12484,3
32458,10845,12426,10958,12539,3
32459,10744,12485,10856,12598,3
32460,10744,12602,10856,12716,3
32461,10852,12545,10964,12658,3
32462,10955,12481,11055,12582,3
32463,11038,12426,11151,12539,3
32464,11127,12362,11240,12475,3
32465,11229,12307,11341,12420,3
32466,11339,12247,11451,12360,3
32467,11432,12198,11545,12312,3
32468,11430,12309,11542,12422,3
32469,11330,12364,11443,12478,3
32470,11239,12422,11352,12535,3
32471,11142,12481,11254,12595,3
32472,11034,12522,11146,12635,3
32473,10957,12603,11057,12703,3
32474,10849,12660,10962,12773,3
32475,10756,12709,10869,12822,3
32476,10752,12820,10864,12933,3
32477,10849,12762,10962,12876,3
32478,10953,12716,11066,12829,3
32479,11040,12656,11140,12757,3
32480,11137,12601,11250,12714,3
32481,11241,12539,11354,12652,3
32482,11341,12486,11453,12599,3
32483,11423,12418,11536,12531,3
32484,11438,12558,11538,12659,3
32485,11351,12601,11451,12702,3
32486,11237,12661,11349,12774,3
32487,11146,12697,11258,12810,3
32488,11050,12767,11150,12867,3
32489,10949,12818,11061,12931,3
32490,10847,12878,10960,12991,3
32491,10747,12937,10860,13050,3
32492,10841,12986,10953,13099,3
32493,10957,12929,11070,13042,3
32494,11046,12888,11146,12989,3
32495,11148,12816,11260,12929,3
32496,11233,12765,11345,12878,3
32497,11334,12708,11447,12821,3
32498,11421,12661,11534,12774,3
32499,11427,12776,11540,12889,3
32500,11347,12825,11459,12938,3
32501,11239,12882,11351,12995,3
32502,11158,13023,11258,13123,3
32503,11240,13031,11328,13119,3
32504,11152,12933,11252,13034,3
32505,11048,12993,11135,13081,3
32506,10951,13037,11063,13151,3
32507,11330,12929,11442,13042,3
32508,11434,12850,11546,12964,3
32509,11431,12972,11544,13085,3
32510,11336,13053,11436,13153,4
32511,11248,13666,11348,13767,6
32512,11548,12942,11648,13043,3
32513,11628,12870,11741,12983,3
32514,11709,12817,11821,12930,3
32515,11825,12770,11913,12858,3
32516,11925,12695,12037,12809,3
32517,12020,12644,12133,12758,3
32518,12122,12583,12235,12696,3
32519,12224,12521,12336,12634,3
32520,12228,12638,12353,12764,3
32521,12124,12698,12237,12811,3
32522,12029,12755,12141,12868,3
32523,11933,12821,12033,12922,3
32524,11813,12887,11925,13000,3
32525,11728,12925,11840,13039,3
32526,12024,12875,12137,12988,3
32527,12124,12809,12236,12922,3
32528,12228,12745,12353,12871,3
32529,12225,12849,12338,12962,3
32530,12139,12917,12251,13031,3
32531,12222,12406,12334,12519,3
32532,12124,12468,12237,12581,3
32533,12027,12531,12127,12632,3
32534,11927,12602,12027,12702,3
32535,11836,12638,11949,12751,3
32536,11730,12699,11843,12813,3
32537,11620,12755,11733,12868,3
32538,11531,12810,11644,12923,3
32539,11531,12686,11644,12800,3
32540,11616,12646,11728,12759,3
32541,11703,12593,11815,12706,3
32542,11826,12533,11938,12647,3
32543,11925,12474,12038,12587,3
32544,12025,12414,12137,12527,3
32545,12114,12350,12226,12464,3
32546,12228,12295,12353,12421,3
32547,12233,12184,12345,12297,3
32548,12118,12244,12231,12357,3
32549,12023,12299,12135,12412,3
32550,11929,12350,12029,12451,3
32551,11830,12418,11942,12531,3
32552,11724,12478,11837,12591,3
32553,11629,12522,11741,12636,3
32554,11531,12588,11644,12702,3
32555,11536,12478,11648,12591,3
32556,11637,12407,11737,12508,3
32557,11718,12361,11830,12474,3
32558,11824,12301,11936,12414,3
32559,11923,12244,12036,12357,3
32560,12027,12175,12140,12289,3
32561,12125,12124,12237,12238,3
32562,12224,12073,12337,12187,3
